smiles,group,LogS
OC1(C)C(O)C(O)C(O)C(O)C1O,training,-1.655
O=C(O)C(N)(C)c1ccccc1,training,-0.537
O=C(C(CC)C)C,training,-0.68099999
O=C(C(C)C)CC,training,-0.81
BrC(C(=O)O)C(C)C,training,-1.102
C(C(C)C)(C(C)C)C,training,-4.6960001
O=C(O)C(O)C(N)C,training,-0.35299999
S(=O)(=O)(O)c1c2c(c(O)c(N)c1)cccc2,training,-2.744
O(C)c1c(OC)ccc2c1C(=O)OC2,training,-1.89
O=C(O)c1c(C(=O)O)cccc1C(=O)O,training,-0.83700001
Cc1c2c(c(C)cc1)cccc2,training,-4.137000100000002
Cc1c2c(c(C)ccc2)ccc1,training,-4.756
Cc1c2c(cc(C)c1)cccc2,training,-4.2909999
Clc1c(OCC(=O)O)c(Cl)cc(Cl)c1,training,-3.013
Oc1c(C)cccc1C,training,-1.3049999
O(CC)c1n(C)c2C(=O)N(C)C(=O)N(C)c2n1,training,-1.9
Nc1c2c(nc3c(c2)cccc3)ccc1,training,-4.2199998
Oc1c2c(nccc2)ccc1,training,-2.5420001
O=C(N(C)c1ccccc1)C,training,-0.95099998
O[C@@H]([C@@H](O)c1ccccc1)c1ccccc1,training,-1.933
O=C(C(O)c1ccccc1)c1ccccc1,training,-2.8499999
O=C(O)c1c(OC)cccc1,training,-1.483
Oc1cnc2c(c1)cccc2,training,-2.392
Oc1cc2ncccc2cc1,training,-2.5039999
Clc1nc(N(CC)CC)nc(N(CC)CC)n1,training,-4.4109998
Cc1c(C)cc2c(c1)cccc2,training,-4.895
c1(-c2cnccc2)ncccc1,training,-0.59200001
O=[N+]([O-])c1cc2c(cc1)cccc2,training,-4.2729998
OC1C(C2OC(C)(C)OC2)OC2OC(C)(C)OC12,training,-0.78500003
S=C1Nc2ncncc2N1,training,-2.5239999
OC(CO)CC,training,1.045
O=C(OC1C(C)=C(CC=C)C(=O)C1)[C@@H]1[C@@H](C=C(C)C)C1(C)C,training,-4.8179998
O=C(NC(C(=O)O)C)N,training,-0.78500003
Brc1oc(C(=O)O)cc1,training,-1.939
Brc1cc([N+](=O)[O-])ccc1,training,-1.3049999
O(C(C(O)C(O)CO)C(O)CO)C1C(O)C(O)C(O)C(CO)O1,training,0.287
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,training,-1.663
Brc1c(C(=O)O)ccc(C(=O)O)c1,training,-2.1340001
OCc1ccncc1,training,0.96200001
ClCC(OC(=O)N)CCl,training,-1.36
IC=1C(=O)C(I)=CN(CC(=O)OCCC)C=1,training,-3.5039999
Clc1cc(Cl)cc(OCC(=O)O)c1,training,-2.362
Clc1cc(OCC(=O)O)ccc1,training,-2.1949999
OCc1ccc(C)cc1,training,-1.2
OCc1ccc(CO)cc1,training,-0.38600001
C(CCC)(CC)C,training,-4.3060002
O=C(CCC)CC,training,-0.833
OC(CCC)CCC,training,-1.393
C(CCCC)(CC)C,training,-5.1589999
OC(CCCC)CC,training,-1.4630001
CC1CCC(C)CC1,training,-4.4660001
OC1CCC(C)CC1,training,-0.88200003
Cc1ncc(C)cc1,training,0.40099999
Br/C=C\Br,training,-1.319
I/C=C\I,training,-2.7809999
I/C=C/I,training,-3.277
C(CCCC)(C)(C)C,training,-5.7570000000000014
O=CCC(C)C,training,-0.78899997
S=C(NC(=O)C)N,training,-0.96499997
O=C1OC(C)=CC1,training,-0.29300001
Brc1cc(O)ccc1,training,-0.87599999
Cc1cc(C)cnc1,training,-0.51099998
Clc1cc(Cl)cc(O)c1,training,-1.4809999
CC1=CCCCC1,training,-3.267
Ic1ccccc1,training,-2.7780001
C(CCCC)(C)C,training,-4.5960002
O=C(N/N=C/C)N,training,-0.542
O=C(OCC=C)C,training,-0.55299997
C(=C)CC=C,training,-2.0869999
C(=C)CCCC,training,-3.2260001
O=COCCCC,training,-1.131
C(CCCCCCCCC)CCCCCCCC,training,-7.627999799999999
[As]C,training,-3.0339999
FC,training,-0.17600000000000002
ClCF,training,-0.81900001
ClC(CC)(C)C,training,-2.5109999
BrC(Br)(Br)C(=O)N,training,-1.267
OC(C(C)C)(C)C,training,-0.37099999
ClC(Cl)([N+](=O)[O-])C,training,-1.76
OC(C(C)C)(CC)C,training,-0.85000002
ClC(Cl)([N+](=O)[O-])CC,training,-1.5
O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1,training,-3.7609999
O=[N+]([O-])C(CO)(CO)CC,training,0.82599998
S(=O)(=O)(CC)CC,training,0.043000001
OC(CC)(CC)CC,training,-0.83999997
O=C(N)C(O)(CC(=O)N)CC(=O)N,training,-0.84500003
OC(CCC)(CCC)C,training,-1.587
ClCC1(C)OC1,training,-0.55000001
BrC(Cl)CBr,training,-2.5550001
O=C(NC)N,training,1.13
BrC(Br)C(=O)N,training,-1.057
OC(C(C)C)C,training,-0.197
ClC(Cl)C(Cl)C,training,-1.89
ClC(C(=O)O)C,training,0.96399999
ClC([N+](=O)[O-])C,training,-1.4369999999999998
S(=O)(=O)(Oc1c(C)cccc1)c1ccc(C)cc1,training,-3.9419999
O=C(C(=O)C)CC,training,-0.17600000000000002
ClC([N+](=O)[O-])CC,training,-1.189
O=C(O)C(C(=O)O)CC,training,0.73199999
O=NN(C(C)C)C(C)C,training,-1.001
O=[N+]([O-])c1c(O)cccc1O,training,-2.073
O=C1N(C)C(=O)c2n(CC(O)C)cnc2N1C,training,0.62300003
O=C1c2c(C(=O)c3c1cccc3)ccc(O)c2,training,-5.309
O=C(OC(C)C)c1c(C(=O)OC(C)C)cccc1,training,-2.8770001
Ic1c(NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)cc2I)c(I)cc(I)c1C(=O)O,training,-3.3940001000000004
O=C(OC)c1c(C(=O)c2ccccc2)cccc1,training,-3.4779998999999995
O=C1N(C)c2c(cccc2)C=C1,training,-1.0470001
O=[N+]([O-])c1cc2c(-c3c(cccc3)C2)cc1,training,-5.9899998
Oc1c2c(nc(C)c1)cccc2,training,-1.202
Oc1c(C)c(O)ccc1,training,0.32600001
O=C(O)C(C(C(=O)O)C)C,training,0.31200001
O[C@@H]([C@@H](O)[C@H](O)CO)[C@@H](O)CO,training,-0.76899999
Clc1c(Cl)c(Cl)cc(Cl)c1Cl,training,-5.4790001
Clc1c(Cl)c(O)cc(Cl)c1O,training,-1.533
O=[N+]([O-])C(CO)CC,training,-0.34400001
Clc1c(O)c([N+](=O)[O-])cc(Cl)c1,training,-4.0879998
O=[N+]([O-])c1c(N)c(C(=O)O)cc([N+](=O)[O-])c1,training,-3.1010001
O=C(O)c1c(O)c(C=O)ccc1,training,-2.4419999
O=[N+]([O-])c1c([N+](=O)[O-])ccc(C)c1,training,-3.26
Cc1c2c(cc3c(c2)cccc3)ccc1,training,-5.8540001
O=[N+]([O-])c1cc2C(=O)OCc2cc1,training,-2.651
Oc1c2c(ncc1)cccc2,training,-1.4809999
O=[N+]([O-])c1c(CO)cccc1,training,-1.4859999
Cc1cc2c(cc3c(c2)cccc3)cc1,training,-6.954999900000002
Nc1cc2c(cc3c(c2)cccc3)cc1,training,-5.1719999
Cc1ccc(-c2ccc(C)cc2)cc1,training,-6.0180001
O=C(OCC)c1cnccc1,training,-0.43099999
Clc1c(OCC(=O)O)cccc1,training,-2.164
O=C(Nc1c(O)cccc1)C,training,-2.2349999
Cc1[nH]c2c(n1)cccc2,training,-1.96
Ic1c(Cl)cccc1,training,-3.54
Ic1c(I)cccc1,training,-4.2399998
O=NN(C(=O)OCC)C,training,-0.55299997
Brc1c(Br)ccc(Br)c1,training,-4.808000099999999
Clc1c(O)ccc(O)c1,training,0.80500001
ClC(CC)CC,training,-2.6300001
OC(C=C)CC,training,0.02
N(CC)(CC)C,training,1.0599999
Cn1cncc1,training,1.086
O=C(O)C(C(=O)O)CCC,training,0.68000001
O=C(O)c1c(O)ccc(C=O)c1,training,-2.635
O=[N+]([O-])c1cc(C(=O)O)c(N)cc1,training,-2.26
O=[N+]([O-])c1cc(C(=O)NCC(=O)O)ccc1,training,-1.7819999
OC(C(C)C)CCC,training,-1.3090000000000002
O=C(OC)/C(=C\C(=O)OC)/C,training,-0.74299997
O=CN(CC)CC,training,0.995
S(=O)(=O)(O)c1cc(N)c(C)cc1,training,-1.0319999
S(=O)(=O)(O)c1cc(N(C)C)ccc1,training,0.29800001
Clc1oc(C(=O)O)cc1,training,-1.719
Ic1cc(C(=O)O)ccc1,training,-3.2709999
O=[N+]([O-])c1cc(CO)ccc1,training,-2.414
Ic1ccc(C(=O)O)cc1,training,-3.9630001
O=[N+]([O-])c1ccc(CO)cc1,training,-1.8839999
O=C(O)C1CCC(C(=O)O)CC1,training,-2.3329999
O=C(Nc1ccccc1)CC#N,training,-2.727
O=C(O)Cc1cc(O)ccc1,training,0.81800002
N(CCCCC)(CCCCC)CCCCC,training,-4.033
O(CCO)Cc1ccccc1,training,-0.70499998
S=C=NCc1ccccc1,training,-3.1359999
C(=C)c1ccc(C)cc1,training,-3.1229999
OCc1ccc(O)cc1,training,-1.268
Clc1ccc(OC)cc1,training,-2.779
O=C(OCC)NCC,training,0.55500001
O=C(OC(COC(=O)C)C)C,training,-0.205
O=[N+](OCC(O)CO[N+](=O)[O-])[O-],training,-0.366
OC(CCCC)CCCC,training,-2.4949999
O=C(OC)CCCC,training,-1.3609999
Ic1ccc(I)cc1,training,-5.3720002
O=C(OC)/C=C\C(=O)OC,training,-0.25600001
OC(CCCCCC)CC,training,-2.661
OCCC(C)(C)C,training,-1.131
OC(CC(C)C)(C)C,training,-0.93199998
O=C(NC(CC)(C)C)N,training,-1.0140001
OC(CCCCC)(C)C,training,-1.717
O(CC(C)C)C,training,-0.89999998
O=C(O)COC,training,1.045
O=[N+]([O-])CCO,training,1.041
O(C(C)C)CC,training,-0.56099999
Ic1cc(Cl)ccc1,training,-3.55
Ic1cc(I)ccc1,training,-4.5700002
OCc1cc(CO)ccc1,training,-0.233
Brc1cc(Br)cc(Br)c1,training,-5.5999999
O=C1NC(=O)C=C(C)N1,training,-1.256
Oc1ccncc1,training,1.022
S(SCCC(N)C(=O)O)CCC(N)C(=O)O,training,-3.128
O=C(OCC)CCCCC(=O)O,training,-0.36000001
OC(CCCC)C,training,-0.87300003
O=[N+]([O-])CCCC,training,-1.351
O(C(C)C)CCC,training,-1.337
O=C(OCCC)N,training,-0.13
C(#C)CCC,training,-1.6369999999999998
C(=C\C)\CC,training,-2.5380001
ClCCOC,training,-0.07299999900000001
OC(CCC(C)C)C,training,-1.375
O(CCC)CC,training,-0.68000001
C1=CCC=CC1,training,-2.059
O=C(OCCCCC)C,training,-1.8839999
C(#C)CCCCC,training,-3.01
O=[N+](OCCO[N+](=O)[O-])[O-],training,-1.35
OC(CCCCCCC)C,training,-2.7460001
BrCCCCCCC,training,-4.4310002
C(#C)CCCCCC,training,-3.6619999
O(CCOCC)CC,training,-0.15000001
C(CCCCCC)CCCCCC,training,-7.593999900000001
C(CCCCCCC)CCCCCC,training,-7.954999900000002
C(CCCCCCC)CCCCCCC,training,-9.4460001
C(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC,training,-8.4750004
ClC(Cl)(Cl)CCl,training,-2.1960001
O=C1C(CC)(c2ccccc2)NC(=O)N1,training,-2.1700001
O=C(O)C(CC(=O)O)(CC)C,training,-0.017000001
O=C(N(C)C)N(C)C,training,0.935
O=C(O)c1c(C(=O)O)nccc1C(=O)O,training,-1.245
Brc1c(C(=O)O)c(Br)cc(Br)c1,training,-2.0109999
Clc1c(Cl)c(Cl)ccc1Cl,training,-4.5619998
O=C(O)CCc1c(C)c(/C=C\2/C(C=C)=C(C)C(=O)N/2)[nH]c1Cc1c(CCC(=O)O)c(C)c(/C=C\2/C(C)=C(C=C)C(=O)N/2)[nH]1,training,-4.8130002
S=C1NC(=O)C(C)=CN1,training,-2.4460001
Brc1c(Br)cc(Br)c(Br)c1,training,-6.9929999999999986
O=C(O)c1c(O)ccc(C(=O)O)c1,training,-2.783
O=C(OC(C)C)CC,training,-1.291
Ic1ccc(Cl)cc1,training,-3.54
O(C(C)(C)C)CC,training,-0.93000001
CC1SC(C)NC(C)S1,training,-1.368
S=P(SCCSCC)(OC)OC,training,-3.0910001
FCC(=O)N,training,1.113
Cc1ccc(-c2ccccc2)cc1,training,-4.618
O(OC(=O)c1ccccc1)C(=O)C,training,-2.45
Oc1ccc(CCC)cc1,training,-2.027
O=C/C(=C/CCC)/CC,training,-2.3329999
O1COCC1,training,1.13
S(=O)(=O)(Nc1ncc(OC)cn1)c1ccc(N)cc1,training,-2.5840001
O=C(O)C(N)CCO,training,0.92400002
O(C)c1nc(NCC)nc(NCC)n1,training,-1.79
O=C(O)[C@H](N)Cc1ccccc1,training,-0.76800001
BrCC(=O)N,training,0.064000003
O=NN(C(=O)N)C,training,-0.85500002
C(#C)C=C,training,-1.464
O=[N+](OCCOCCO[N+](=O)[O-])[O-],training,-1.7009999999999998
O=C(O)CCCCCCCCCCC(=O)O,training,-3.76
O=C1N(C)C=CC=C1,training,0.96200001
N(C)c1cc(C)ccc1,training,-2.05
Oc1c(C)c(C)cc(C)c1,training,-2.2520001
Oc1cc(CC)cc(C)c1,training,-1.7690001
O=[N+]([O-])c1c(O)cc(C)cc1,training,-2.7509999
Nc1nc2nccnc2cn1,training,-2.2980001
O=C(O)C(N)Cc1c(O)cccc1,training,-1.957
Clc1c(Cl)ccc(NC(=O)CC)c1,training,-3.1570001
O=[N+]([O-])c1ccc(C(O)C(N)CO)cc1,training,-1.9119999
O=[N+]([O-])c1oc(/C=C/C=N/NC(=O)N)cc1,training,-3.1440001
S(=O)(=O)(Nc1oc(C)c(C)n1)c1ccc(N)cc1,training,-2.2019999
O=[N+]([O-])c1ccc(N=Nc2ccc(N)cc2)cc1,training,-5.8530002
S=P(SCN1C(=O)c2c(C1=O)cccc2)(OC)OC,training,-4.1139998
Oc1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C,training,-3.875
O(C)c1c(OC)cc(Cc2c(N)nc(N)nc2)cc1OC,training,-2.8610001
S(=O)(=O)(NCCSP(=S)(OC(C)C)OC(C)C)c1ccccc1,training,-4.2010002
O=NN(C(=O)N)CC,training,-0.95499998
S(C(=O)N(CCC)CCC)CC,training,-2.7030001
ClC(C=C)CCl,training,-2.474
O=C(O)C(C(=O)O)CCCCCCCC,training,-2.9200001
C(=C)(CCC)C,training,-3.033
O=C(OCC)CCOCC,training,-0.421
C(=CC=C(C)C)(C)C,training,-3.5369999
ClC/C=C\CCl,training,-2.3329999
Nc1nc(C)cc(C)n1,training,-0.48800001
Nc1nc2ncncc2nc1,training,-2.3139999
O=C(N)C=1NC(=O)NC(=O)C=1,training,-2.4920001
O(CC(O)C)c1ccccc1,training,-1.141
Cc1c2c(cc3c1cccc3)cccc2,training,-5.8670000999999985
Clc1ccc(SCSP(=S)(OCC)OCC)cc1,training,-5.7360001
O=C(NNC(=O)c1ccccc1)c1ccccc1,training,-1.5880001
ClC(Cl)(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,training,-6.619999900000002
P(=O)(OCCC)(OCC)OCC,training,0.40599999
O=C(OCC)CCCC(=O)OCC,training,-1.33
O=C(OCCO)C=C,training,0.935
OCCCC=C,training,-0.17900001
O=C(CCCCCCC)C,training,-2.5840001
S(C)c1ncccn1,training,-0.40200001
Cc1c(C)cc2c(c1)cc(C)cc2,training,-5.0009999
O=C1N(C)C(=O)c2n(C)c(C)nc2N1C,training,-1.449
S(C)c1nc(NC(C)C)nc(NCC)n1,training,-3.0369999
O=C(OCC)C(NC(=O)C)Cc1ccc(O)cc1,training,-1.859
S(C)c1nc(NC(C)C)nc(NCCCOC)n1,training,-2.928
O=C(OCCO)C(=C)C,training,-0.114
O=C(NCCNC(=O)C)C,training,0.6759999999999999
C(=C)CCCCCCCC,training,-5.3909998
C(C)c1sccc1,training,-2.585
Brc1ccc(CO)cc1,training,-1.929
S(C)c1nc(NC(C)(C)C)nc(NCC)n1,training,-3.9849999
O=[N+]([O-])c1c2c3c(-c4c(-c3ccc2)cccc4)cc1,training,-7.103000200000001
O=C(N)C=1C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C(=C)C3[C@H](O)C2[C@H](N(C)C)C=1O,training,-1.768
O=C(OCC)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,training,-2.753
O(C(CC)(C)C)CC,training,-2.4630001
O=C(O)C(C(CCC(=O)O)(C)C)C,training,-1.526
O=C(O)C(N)C(N)C(=O)O,training,-2.378
S=C(OC(C(=O)O)C)N(C)C,training,-0.94700003
O=C(NC(C(=O)O)CC(=O)O)N,training,-1.6780000000000002
O=NN(CCCC)CCCC,training,-2.096
O=C(NCO)C=C,training,0.81
S=C(SC(C(=O)O)C)SC(C(=O)O)C,training,-1.911
O=C(NCCNC(=O)CCC)CCC,training,-0.62199998
O=C(CCCCC)CCCCC,training,-3.5320001000000003
BrCCOC(=O)C,training,-0.67400002
C(#CCC)CC,training,-2.1670001
O=C1C(N)=CNC(=O)N1,training,-2.405
O=NN1CCCCCC1,training,-1.001
Clc1c(O)c(Cl)ccc1Cl,training,-2.642
O=C1NCCCCCCC1,training,0.63300002
Cc1nc2ncncc2nc1,training,0.057999998
O=NN(Cc1ccccc1)C,training,-1.5219999999999998
Clc1c(Cl)c(Cl)cc(OC)c1Cl,training,-5.2600002
C(C)c1cc2c(cc1)cccc2,training,-4.29
S=P(Sc1ccccc1)(OCC)CC,training,-4.1960001
P(=O)(OCC)(OCC)N=C1SCCS1,training,-2.5940001
O=C1NCCCCCCCCCCC1,training,-2.8329999
P(=O)(OCC)(OCC)/N=C\1/SC(C)CS/1,training,-3.674
Clc1ccc(SCSP(=S)(OC)OC)cc1,training,-5.2940001
O=C(N(C)C)C(c1ccccc1)c1ccccc1,training,-2.964
ClC1(Cl)[C@@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C1C2CO[SH0](=O)OC1,training,-5.902
Cl/C=C(\OP(=O)(OC)OC)/c1c(Cl)cc(Cl)c(Cl)c1,training,-4.5219998
O=C(O)C1c2c(C(C(=O)O)c3c1cccc3)cccc2,training,-2.73
O=C(C)C1(C)C2(C)C(C3C=C(C)C=4C(C)(C3CC2)CCC(=O)C=4)CC1,training,-5.2719998
O=C1NC(=O)C2C1C1/C(=C(/c3ncccc3)\c3ccccc3)/C2C=C1C(O)(c1ncccc1)c1ccccc1,training,-3.931
N(C(C)C)(C)C,training,1.0599999
O=C(OCC)NCC(=O)OCC,training,-0.243
O=C(OCC(O)C)C=C,training,0.88599998
O=C(NCO)N,training,-0.34599999
O=[N+](OCCCCC)[O-],training,-2.5680001
[O-][n+]1cc(C)ccc1,training,0.96200001
Clc1nc(NCC)nc(N)n1,training,-2.4130001
O=C1NCCCCCCCCC1,training,-1.886
S(C)c1nc(NC(C)C)nc(NC)n1,training,-2.5660000000000003
O=C1N(C)C(=O)c2n(CCCC)cnc2N1C,training,-1.806
O=C1OC(c2ccccc2)=Nc2c1cccc2,training,-4.6079998
ClC1(Cl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C1C2C(Cl)C2OC12,training,-6.289
ClC1(Cl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C1C2COS(=O)(=O)OC1,training,-5.9450002
Fc1ccc(C(=O)CCCN2CCC(O)(c3ccc(C)cc3)CC2)cc1,training,-4.3470001
S=C1SC(=S)NN1,training,-0.755
Brc1c(F)cccc1,training,-2.6949999
Brc1cc(F)ccc1,training,-2.6659999
C(CCC)CCc1ccccc1,training,-5.255000099999998
C(CCCc1ccccc1)CCC,training,-5.5960002
S(=O)(=O)(NCC(=O)O)c1ccc(C)cc1,training,-1.443
O=C(O)/C(=N/NC(=O)c1ccncc1)/C,training,-3.3160000000000003
O=C(OCCCCCCC)c1ccc(O)cc1,training,-4.072
ClC(Cl)(SN(S(=O)(=O)N(C)C)c1ccccc1)F,training,-5.4089999
O=C(OCC(=O)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)C(O)C2)CC1)C(C)(C)C,training,-4.5830002
S(C(=O)N(CCCC)CC)CCC,training,-3.308000100000001
O=C(NC)CCC(=O)N,training,-0.81300002
N(CCCCCCCC)(CCCCCCCC)CCCCCCCC,training,-6.849999900000001
O=C(NC(C)(C)C)N,training,-0.73100001
[Si](O[Si](O)(C)C)(O)(C)C,training,-0.18000001
C(#CC)CCCC,training,-2.7679999
C(CCCCC)CCCCC,training,-7.551000099999999
Cc1c(C)cnc(C)c1,training,-0.78200001
IC1=C(N)NC(=O)N=C1,training,-2.3970001
Oc1cc2c(cc1)CCCC2,training,-1.995
Clc1nc2c(nc1)ncnc2,training,-1.125
Nc1nc2c(nc1)ncnc2,training,-2.3440001
Clc1nc2ncncc2nc1,training,-0.875
Nc1nc(N)c2nccnc2n1,training,-2.687
O=C(Oc1cc(C)ccc1)NC,training,-1.803
Oc1ccc(C2CCCCC2)cc1,training,-3.4679999
S(C(=O)N(CC)C1CCCCC1)CC,training,-3.404
O=C(O)C1c2c(cccc2)Cc2c1cccc2,training,-2.3510001
O=C1N(CCCC)C(=O)c2n(C)cnc2N1C,training,-1.625
S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(C)cc1,training,-3.678
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,training,-9.9820004
O=CC12C3C(C4(O)C(C)(C(C5=CC(=O)OC5)CC4)CC3)CCC1CC(OC1C(O)C(OC)C(O)C(C)O1)CC2,training,-3.1370001
O=C(O)C(NC(=O)C)CC(C)C,training,-1.33
O=S1(=O)CC(C)=CC1,training,-3.2260001
CC1(C)OC(C)CO1,training,-0.02
Clc1c(C#N)c(Cl)ccc1,training,-4.0710001
Cc1nc2c(c(C)c1)cccc2,training,-1.941
O=C(OC)CNC(=O)c1ccccc1,training,-1.056
N(Cc1ccccc1)c1[nH]cnc-2ncnc1-2,training,-3.575
CC1(C)C(C)C(C)(C)c2c1cc1C(C)COCc1c2,training,-5.1690001
O(C)c1c(N=Nc2c(O)ccc3c2cccc3)cccc1,training,-8.925999599999997
P(=O)(OCC(CCCC)CC)(Oc1ccccc1)Oc1ccccc1,training,-5.2800002
O=C1N(N(C)C(C)=C1CC=1C(=O)N(N(C)C=1C)c1ccccc1)c1ccccc1,training,-2.9549999
O=C1CCC(C)CC1,training,-0.71700001
O=C(O)[C@@H]1[C@@H](O)C[C@]2(O)OC1C[C@@H](O[C@H]1[C@@H](O)[C@@H](N)[C@H](O)[C@@H](C)O1)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C2,training,-3.0910001
O=CCC1C(OC2C(O)C(N(C)C)C(OC3OC(C)C(O)C(O)(C)C3)C(C)O2)C(C)C(O)CC(=O)OC(CC)C(COC2C(OC)C(OC)C(O)C(C)O2)/C=C(\C)/C=C/C(=O)C(C)C1,training,-5.2249999
O=C1c2c(O)cc(CO)cc2C([C@H]2C(O)C(O)[C@H](O)C(CO)O2)c2c1c(O)ccc2,training,-1.7029999
O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2)cc1,training,-4.796
P(=O)(OC(C)C)(OC(C)C)C,training,-2.0799999
O=C(N)c1ncccc1,training,0.168
OCCCCCCCCCCCCCCCCC,training,-7.506
Cc1c(C)ccc(C)n1,training,-0.58899999
O(c1ccccc1)C1C(O)C(O)C(O)C(CO)O1,training,-0.93400002
Oc1cc2c(cc1)CCC2,training,-1.3279999
C(C)C1NCCCC1,training,-0.34599999
O=C1N=C2N3C(=N1)NC(=O)NC3=NC(=O)N2,training,-1.964
BrC(F)F,training,0.58200002
O=C(O)CCC(=O)N(CC)CC,training,-0.79299998
O=C(Oc1c2OC(C)(C)Cc2ccc1)NC,training,-2.8399999
O(CC(O)C)CCC,training,0.92699999
OC(/C=C/C)C,training,0.015
Clc1c(O)c(C)cc(Cl)c1,training,-2.0439999
P(=O)(O)(O)c1ccccc1,training,0.079999998
Brc1cc(S(=O)(=O)O)c(N)cc1,training,-2.6270001
BrC(Br)=CC(=O)O,training,-0.83499998
Br/C(/C(=O)O)=C/Br,training,-0.66900003
O=C(OCCCC)C(O)CC(=O)OCCCC,training,-2.516
O=C(O)CCC(=O)c1cc2c(cc1)cccc2,training,-3.8529999
O=C(O)CCC(=O)NN(C)C,training,-0.205
O(C)c1nc(NC(C)C)nc(NCC)n1,training,-2.0699999
O(C)c1nc(NC(C)C)nc(NC(C)C)n1,training,-2.4779999
O(C(C)(C)C)C,training,-0.23800001
S(P(=O)(OC)OC)C(C(=O)OCC)CC(=O)OCC,training,-1.622
[O-][N+](CCCCCCCCCCCC)(C)C,training,-0.082000002
[SH0](=O)(C(/C=N/OC(=O)NC)(C)C)C,training,-0.86699998
ClC(F)(F)CCl,training,-2.201
OC(CCCCCCCCC)C,training,-2.9419999
OCCCCCC(C)C,training,-2.3039999
Cc1c(C)cnc2c3ncc(C)c(C)c3ccc12,training,-5.1950002
CC1(C)C2C3(C)OC3CC1C2,training,-2.5940001
O=C1OC(C)(C)c2c1cccc2,training,-1.868
Oc1ccc(N=Nc2ccccc2)cc1,training,-3.3429999
Brc1c(O)c(Br)cc(C#N)c1,training,-3.328000100000001
ClC=1C(=O)N(c2ccccc2)N=CC=1Cl,training,-3.382
ClC=1C(=O)N(c2ccccc2)N=CC=1N,training,-2.744
O=C(O)C(C(C(=O)O)CC(=O)O)CC(=O)O,training,-0.29800001
Cc1c2c(c3c(c4c(cc3)cccc4)c1)cccc2,training,-6.571000099999999
Oc1c(C(C)(C)C)cc(Cc2c(C)c(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(C)c(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2C)cc1C(C)(C)C,training,-5.8099999
O=[N+](OC(C)C)[O-],training,-1.459
ClC(Cl)(F)C,training,-2.4449999
Cc1c2c(-c3c(cccc3)C2)ccc1,training,-5.2179999000000015
O=C(OC)CCCCCCCC,training,-3.8759999
N12N(CNNC1)CNNC2,training,-0.013
Clc1c(Cl)cc2Oc3c(Oc2c1)cc(Cl)c(Cl)c3,training,-9.2069998
Clc1ccc(NC(=O)N(OC)C)cc1,training,-2.3629999
O=C(O)C(NC(=N)N)C,training,-0.199
Clc1c(CO)ccc(Cl)c1,training,-2.2479999
O/N=C(/C=N/O)\C,training,-0.34599999
Clc1c(Cl)ccc(CO)c1,training,-2.0439999
Clc1c2c(c(Cl)ccc2)ccc1,training,-5.7160001
Clc1c2c(c(Cl)cc1)cccc2,training,-5.3579998
Clc1c(Oc2ccc([N+](=O)[O-])cc2)ccc(Cl)c1,training,-5.4530001
Clc1c(Oc2ccc([N+](=O)[O-])cc2)c(Cl)cc(Cl)c1,training,-5.619999900000002
Fc1ccc(C(CCCN2CCC3(N(c4ccccc4)CNC3=O)CC2)c2ccc(F)cc2)cc1,training,-4.677
Clc1c(Cl)c(C(=O)OC)c(Cl)c(Cl)c1C(=O)OC,training,-5.822
FC(F)(F)c1cc([N+](=O)[O-])c(N(CCCC)CC)c([N+](=O)[O-])c1,training,-6.5250001
Clc1c(COCC(O)C)c(Cl)ccc1Cl,training,-3.5669998999999994
O=C(NCCO)C(=O)NCCO,training,-0.112
OCC1(n2c3ncnc(N)c3nc2)C(O)C(O)C(CO)O1,training,-1.5700001
O=C(O)COc1c(C)cccc1,training,-2.4419999
O=C(O)COc1ccc(C2CCCCC2)cc1,training,-3.4949999
S(=O)(=O)(C(C)(C)C)C(C)(C)C,training,-1.2180001
